CONCEPT 	 Soundex 	 Metaphone
roundthorn 	 R536 	 RNT0RN
roundtrip_airfare 	 R536_A616 	 RNTTRP_ARFR
roundtrip_ticket 	 R536_T230 	 RNTTRP_TKT
roundworm 	 R536 	 RNTWRM
rouse 	 R200 	 RS
rousing 	 R252 	 RSNK
rousing_rendition 	 R252_R533 	 RSNK_RNTXN
rousseauian 	 R250 	 RSN
rout 	 R300 	 RT
route 	 R300 	 RT
route_corridor 	 R300_C636 	 RT_KRTR
route_freeway 	 R300_F600 	 RT_FRW
routine 	 R350 	 RTN
routine_checkup 	 R350_C210 	 RTN_XKP
routine_dental_care 	 R350_D534_C600 	 RTN_TNTL_KR
routine_immunization 	 R350_I552 	 RTN_IMNSXN
routine_vaccination 	 R350_V253 	 RTN_FKSNXN
routinely 	 R354 	 RTNL
routinely_monitor 	 R354_M536 	 RTNL_MNTR
routing_daemon 	 R352_D550 	 RTNK_TMN
routing_instability 	 R352_I523 	 RTNK_INSTBLT
routing_table 	 R352_T140 	 RTNK_TBL
rouville 	 R140 	 RFL
roux 	 R200 	 RKS
rove 	 R100 	 RF
rover 	 R160 	 RFR
rover_mission 	 R160_M250 	 RFR_MXN
rover_robotic_arm 	 R160_R132_A650 	 RFR_RBTK_ARM
row 	 R000 	 RW
row_boat 	 R000_B300 	 RW_BT
row_crop_production 	 R000_C610_P632 	 RW_KRP_PRTKXN
row_house 	 R000_H200 	 RW_HS
row_seat 	 R000_S300 	 RW_ST
rowan_atkinson 	 R500_A325 	 RWN_ATKNSN
rowboat 	 R130 	 RBT
rowdy 	 R300 	 RT
rowdy_crowd 	 R300_C630 	 RT_KRT
rowdyism 	 R325 	 RTYSM
rowel 	 R400 	 RWL
rower 	 R600 	 RWR
rowhouse 	 R200 	 RHS
rowing_boat 	 R520_B300 	 RWNK_BT
rowing_machine 	 R520_M250 	 RWNK_MXN
rowlatt_act 	 R430_A230 	 RLT_KT
rowlf 	 R410 	 RLF
roxburghe 	 R216 	 RKSBRH
royal 	 R400 	 RYL
royal_absolutism 	 R400_A124 	 RYL_ABSLTSM
royal_academy_ara 	 R400_A235_A600 	 RYL_KTM_AR
royal_ascot_winner 	 R400_A230_W560 	 RYL_ASKT_WNR
royal_assent 	 R400_A253 	 RYL_ASNT
royal_ballet 	 R400_B430 	 RYL_BLT
royal_bodyguard 	 R400_B326 	 RYL_BTKRT
royal_cartouche 	 R400_C632 	 RYL_KRTX
royal_consort 	 R400_C526 	 RYL_KNSRT
royal_crescent 	 R400_C625 	 RYL_KRSSNT
royal_cypher 	 R400_C160 	 RYL_SFR
royal_demesne 	 R400_D525 	 RYL_TMSN
royal_diadem 	 R400_D350 	 RYL_TTM
royal_dynasty 	 R400_D523 	 RYL_TNST
royal_family 	 R400_F540 	 RYL_FML
royal_fern 	 R400_F650 	 RYL_FRN
royal_flush 	 R400_F420 	 RYL_FLX
royal_game 	 R400_G500 	 RYL_KM
royal_household 	 R400_H243 	 RYL_HSHLT
royal_insignia 	 R400_I522 	 RYL_INSN
royal_irish_constabulary 	 R400_I620_C523 	 RYL_IRX_KNSTBLR
royal_leader 	 R400_L360 	 RYL_LTR
royal_lineage 	 R400_L520 	 RYL_LNJ
royal_manticoran_navy 	 R400_M532_N100 	 RYL_MNTKRN_NF
royal_mausoleum 	 R400_M245 	 RYL_MSLM
royal_monogram 	 R400_M526 	 RYL_MNKRM
royal_naval_volunteer 	 R400_N140_V453 	 RYL_NFL_FLNTR
royal_navy_officer 	 R400_N100_O126 	 RYL_NF_OFSR
royal_navy_volunteer 	 R400_N100_V453 	 RYL_NF_FLNTR
royal_oak_pub 	 R400_O200_P100 	 RYL_OK_PB
royal_palace 	 R400_P420 	 RYL_PLS
royal_patronage 	 R400_P365 	 RYL_PTRNJ
royal_pavilion 	 R400_P145 	 RYL_PFLN
royal_person 	 R400_P625 	 RYL_PRSN
royal_poinciana 	 R400_P525 	 RYL_PNXN
royal_prerogative 	 R400_P662 	 RYL_PRRKTF
royal_purple 	 R400_P614 	 RYL_PRPL
royal_regalia 	 R400_R240 	 RYL_RKL
royal_residence 	 R400_R235 	 RYL_RSTNS
royal_title 	 R400_T340 	 RYL_TTL
royal_tomb 	 R400_T510 	 RYL_TM
royal_trux 	 R400_T620 	 RYL_TRKS
royal_typewriter 	 R400_T163 	 RYL_TPRTR
royal_ulster_constabulary 	 R400_U423_C523 	 RYL_ULSTR_KNSTBLR
royalism 	 R425 	 RYLSM
royalty 	 R430 	 RYLT
royalty_free 	 R430_F600 	 RYLT_FR
royalty_pharma 	 R430_P650 	 RYLT_FRM
royalty_pharma_proposal 	 R430_P650_P612 	 RYLT_FRM_PRPSL
roz_forrester 	 R200_F623 	 RS_FRSTR
rozen_maiden 	 R250_M350 	 RSN_MTN
rpf_check 	 R100_C200 	 RPF_XK
rrustemi 	 R235 	 RSTM
rsa_conference 	 R200_C516 	 RS_KNFRNS
rsa_encryption 	 R200_E526 	 RS_ENKRPXN
rsa_key 	 R200_K000 	 RS_K
rsa_security_conference 	 R200_S263_C516 	 RS_SKRT_KNFRNS
rsistance 	 R223 	 RSSTNS
rspca 	 R212 	 RSPK
rss_syndication 	 R200_S532 	 RS_SNTKXN
rstein 	 R235 	 RSTN
rsum 	 R250 	 RSM
rsv_infection 	 R210_I512 	 RSF_INFKXN
rsvp_reservation_request 	 R210_R261_R223 	 RSFP_RSRFXN_RKST
rtai 	 R300 	 RT
rtf_format 	 R310_F653 	 RTF_FRMT
ruanui 	 R500 	 RN
ruapani 	 R150 	 RPN
rub 	 R100 	 RB
rub_along 	 R100_A452 	 RB_ALNK
rub_eye 	 R100_E000 	 RB_EY
rub_hands 	 R100_H532 	 RB_HNTS
rub_salt 	 R100_S430 	 RB_SLT
rub_salt_into 	 R100_S430_I530 	 RB_SLT_INT
rub_two_stick_together 	 R100_T000_S320_T236 	 RB_TW_STK_TJ0R
rubbed_salt 	 R130_S430 	 RBT_SLT
rubbed_salt_into 	 R130_S430_I530 	 RBT_SLT_INT
rubber 	 R160 	 RBR
rubber_ball 	 R160_B400 	 RBR_BL
rubber_band 	 R160_B530 	 RBR_BNT
rubber_belt 	 R160_B430 	 RBR_BLT
rubber_cement 	 R160_C553 	 RBR_SMNT
rubber_duck 	 R160_D200 	 RBR_TK
rubber_duckie 	 R160_D200 	 RBR_TK
rubber_gasket 	 R160_G230 	 RBR_KSKT
rubber_glove 	 R160_G410 	 RBR_KLF
rubber_mallet 	 R160_M430 	 RBR_MLT
rubber_mask 	 R160_M200 	 RBR_MSK
rubber_outsole 	 R160_O324 	 RBR_OTSL
rubber_pad 	 R160_P300 	 RBR_PT
rubber_raft 	 R160_R130 	 RBR_RFT
rubber_ring 	 R160_R520 	 RBR_RNK
rubber_sheet 	 R160_S300 	 RBR_XT
rubber_sole 	 R160_S400 	 RBR_SL
rubber_spatula 	 R160_S134 	 RBR_SPTL
rubber_stamp 	 R160_S351 	 RBR_STMP
rubber_stopper 	 R160_S316 	 RBR_STPR
rubber_tire 	 R160_T600 	 RBR_TR
rubberband 	 R161 	 RBRBNT
rubbermaid 	 R165 	 RBRMT
rubberneck 	 R165 	 RBRNK
rubberstamp 	 R162 	 RBRSTMP
rubbery 	 R160 	 RBR
rubbing_alcohol 	 R152_A424 	 RBNK_ALKHL
rubbing_salt 	 R152_S430 	 RBNK_SLT
rubbing_salt_into 	 R152_S430_I530 	 RBNK_SLT_INT
rubbish 	 R120 	 RBX
rubbish_bin 	 R120_B500 	 RBX_BN
rubbish_disposal 	 R120_D212 	 RBX_TSPSL
rubbish_dump 	 R120_D510 	 RBX_TMP
rubbish_heap 	 R120_H100 	 RBX_HP
rubbish_pit 	 R120_P300 	 RBX_PT
rubbish_strewn 	 R120_S365 	 RBX_STRN
rubbish_tip 	 R120_T100 	 RBX_TP
rubbishy 	 R120 	 RBX
rubble 	 R140 	 RBL
rubdown 	 R135 	 RBTN
rube 	 R100 	 RB
rube_marquard 	 R100_M626 	 RB_MRKRT
rubefacient 	 R112 	 RBFSNT
rubenesque 	 R152 	 RBNSK
rubeola 	 R140 	 RBL
rubicund 	 R125 	 RBKNT
rubinstein_taybi_syndrome 	 R152_T100_S536 	 RBNSTN_TB_SNTRM
ruble 	 R140 	 RBL
rubor 	 R160 	 RBR
rubs_salt_into 	 R120_S430_I530 	 RBS_SLT_INT
ruby 	 R100 	 RB
ruby-brown 	 R116 	 RBBRN
ruc_royal_ulster 	 R200_R400_U423 	 RK_RYL_ULSTR
ruck 	 R200 	 RK
ruck_up 	 R200_U100 	 RK_UP
rucker_park 	 R260_P620 	 RKR_PRK
ruckle 	 R240 	 RKL
rucksack 	 R220 	 RKSK
rucksack_bomb 	 R220_B510 	 RKSK_BM
rudderless_ship 	 R364_S100 	 RTRLS_XP
ruddigore 	 R326 	 RTKR
ruddy 	 R300 	 RT
ruddy_brown 	 R300_B650 	 RT_BRN
ruddy_face 	 R300_F200 	 RT_FS
rude 	 R300 	 RT
rude_answer 	 R300_A526 	 RT_ANSWR
rude_behavior 	 R300_B160 	 RT_BHFR
rude_man 	 R300_M500 	 RT_MN
rude_person 	 R300_P625 	 RT_PRSN
rude_reply 	 R300_R140 	 RT_RPL
rudely 	 R340 	 RTL
rudely_broken 	 R340_B625 	 RTL_BRKN
rudeness 	 R352 	 RTNS
rudiment 	 R355 	 RTMNT
rudimentary 	 R355 	 RTMNTR
rudolf_diesel 	 R341_D240 	 RTLF_TSL
rudolf_laban 	 R341_L150 	 RTLF_LBN
rudolf_von_laban 	 R341_V500_L150 	 RTLF_FN_LBN
rudolph_wurlitzer_company 	 R341_W643_C515 	 RTLF_WRLTSR_KMPN
rudstone 	 R323 	 RTSTN
rudy 	 R300 	 RT
rue 	 R000 	 R
rue_monsieur_le 	 R000_M526_L000 	 R_MNSR_L
rueful 	 R140 	 RFL
rueful_smile 	 R140_S540 	 RFL_SML
ruefully 	 R140 	 RFL
ruefulness 	 R145 	 RFLNS
ruff 	 R100 	 RF
ruffed_grouse 	 R130_G620 	 RFT_KRS
ruffian 	 R150 	 RFN
ruffle 	 R140 	 RFL
ruffled 	 R143 	 RFLT
rufous_brown 	 R120_B650 	 RFS_BRN
rufus_sewell 	 R120_S400 	 RFS_SWL
rug 	 R200 	 RK
rugbrd 	 R216 	 RKBRT
rugby 	 R210 	 RKB
rugby_amateur_fira 	 R210_A536_F600 	 RKB_AMTR_FR
rugby_football 	 R210_F314 	 RKB_FTBL
rugby_league 	 R210_L200 	 RKB_LK
rugby_league_lancashire_cup 	 R210_L200_L522_C100 	 RKB_LK_LNKXR_KP
rugby_shirt 	 R210_S630 	 RKB_XRT
rugby_union 	 R210_U550 	 RKB_UNN
rugged 	 R230 	 RJT
rugged_beauty 	 R230_B300 	 RJT_BT
rugged_landscape 	 R230_L532 	 RJT_LNTSKP
rugged_terrain 	 R230_T650 	 RJT_TRN
ruggedly 	 R234 	 RJTL
ruggedness 	 R235 	 RJTNS
ruggero_deodato 	 R260_D330 	 RJR_TTT
rugosity 	 R223 	 RKST
ruhr_pocket 	 R600_P230 	 RR_PKT
ruhrfisch 	 R612 	 RRFSX
ruili 	 R400 	 RL
ruin 	 R500 	 RN
ruin_family 	 R500_F540 	 RN_FML
ruination 	 R535 	 RNXN
ruined_abbey 	 R530_A100 	 RNT_AB
ruined_castle 	 R530_C234 	 RNT_KSTL
ruined_dinner 	 R530_D560 	 RNT_TNR
ruined_lunch 	 R530_L520 	 RNT_LNX
ruined_meal 	 R530_M400 	 RNT_ML
ruined_medieval_castle 	 R530_M314_C234 	 RNT_MTFL_KSTL
ruined_tower 	 R530_T600 	 RNT_TWR
ruiner 	 R560 	 RNR
ruinous 	 R520 	 RNS
rule 	 R400 	 RL
rule-governed 	 R421 	 RLKFRNT
rule_country 	 R400_C536 	 RL_KNTR
rule_governing_judicial 	 R400_G165_J324 	 RL_KFRNNK_JTXL
rule_government 	 R400_G165 	 RL_KFRNMNT
rule_nation 	 R400_N350 	 RL_NXN
rule_of_thumb 	 R400_O100_T510 	 RL_OF_0M
rule_set_forth 	 R400_S300_F630 	 RL_ST_FR0
rule_world 	 R400_W643 	 RL_WRLT
ruled_inadmissible 	 R430_I535 	 RLT_INTMSBL
ruled_ineligible 	 R430_I542 	 RLT_INLJBL
rulemaking_authority 	 R452_A363 	 RLMKNK_A0RT
ruler 	 R460 	 RLR
ruleth 	 R430 	 RL0
ruling_dynasty 	 R452_D523 	 RLNK_TNST
ruling_elite 	 R452_E430 	 RLNK_ELT
ruling_monarch 	 R452_M562 	 RLNK_MNRX
rum 	 R500 	 RM
rum_runner 	 R500_R560 	 RM_RNR
rumba 	 R510 	 RMB
rumble 	 R514 	 RMBL
rumble_strip 	 R514_S361 	 RMBL_STRP
rumbling 	 R514 	 RMBLNK
rumex 	 R520 	 RMKS
rumiko_takahashi 	 R520_T220 	 RMK_TKHX
ruminal 	 R554 	 RMNL
ruminate 	 R553 	 RMNT
rumination 	 R553 	 RMNXN
ruminative 	 R553 	 RMNTF
rummage 	 R520 	 RMJ
rummage_sale 	 R520_S400 	 RMJ_SL
rummage_through 	 R520_T620 	 RMJ_0R
rummaged 	 R523 	 RMJT
rummaged_through 	 R523_T620 	 RMJT_0R
rummaging_around 	 R525_A653 	 RMJNK_ARNT
rummaging_through 	 R525_T620 	 RMJNK_0R
rummikub 	 R521 	 RMKB
rummy 	 R500 	 RM
rumor 	 R560 	 RMR
rumormonger 	 R565 	 RMRMNJR
rumour_mill_celtic 	 R560_M400_C432 	 RMR_ML_SLTK
rumpelstiltskin 	 R514 	 RMPLSTLTSKN
rumpled 	 R514 	 RMPLT
rumplestiltskin 	 R514 	 RMPLSTLTSKN
run 	 R500 	 RN
run-down 	 R535 	 RNTN
run-of-the-mill 	 R513 	 RNF0ML
run-on 	 R550 	 RNN
run-ons 	 R552 	 RNNS
run_afoul 	 R500_A140 	 RN_AFL
run_aground 	 R500_A265 	 RN_AKRNT
run_amuck 	 R500_A520 	 RN_AMK
run_arbitrary_code 	 R500_A613_C300 	 RN_ARBTRR_KT
run_around 	 R500_A653 	 RN_ARNT
run_away 	 R500_A000 	 RN_AW
run_basis 	 R500_B220 	 RN_BSS
run_bath 	 R500_B300 	 RN_B0
run_business 	 R500_B252 	 RN_BSNS
run_car 	 R500_C600 	 RN_KR
run_counter 	 R500_C536 	 RN_KNTR
run_dmc 	 R500_D520 	 RN_TMK
run_errand 	 R500_E653 	 RN_ERNT
run_event 	 R500_E153 	 RN_EFNT
run_far 	 R500_F600 	 RN_FR
run_fast 	 R500_F230 	 RN_FST
run_first_base 	 R500_F623_B200 	 RN_FRST_BS
run_into 	 R500_I530 	 RN_INT
run_into_difficulty 	 R500_I530_D124 	 RN_INT_TFKLT
run_long_distance 	 R500_L520_D235 	 RN_LNK_TSTNS
run_long_time 	 R500_L520_T500 	 RN_LNK_TM
run_lot 	 R500_L300 	 RN_LT
run_marathon 	 R500_M635 	 RN_MR0N
run_northward 	 R500_N636 	 RN_NR0WRT
run_office 	 R500_O120 	 RN_OFS
run_out 	 R500_O300 	 RN_OT
run_out_booze 	 R500_O300_B200 	 RN_OT_BS
run_out_breath 	 R500_O300_B630 	 RN_OT_BR0
run_out_fuel 	 R500_O300_F400 	 RN_OT_FL
run_out_gas 	 R500_O300_G200 	 RN_OT_KS
run_out_ink 	 R500_O300_I520 	 RN_OT_INK
run_out_money 	 R500_O300_M500 	 RN_OT_MN
run_out_of_money 	 R500_O300_O100_M500 	 RN_OT_OF_MN
run_out_of_patience 	 R500_O300_O100_P352 	 RN_OT_OF_PTNS
run_out_of_time 	 R500_O300_O100_T500 	 RN_OT_OF_TM
run_out_paper 	 R500_O300_P160 	 RN_OT_PPR
run_out_soap 	 R500_O300_S100 	 RN_OT_SP
run_out_time 	 R500_O300_T500 	 RN_OT_TM
run_over_car 	 R500_O160_C600 	 RN_OFR_KR
run_parallel 	 R500_P644 	 RN_PRLL
run_place 	 R500_P420 	 RN_PLS
run_president 	 R500_P623 	 RN_PRSTNT
run_quickly 	 R500_Q240 	 RN_KKL
run_race 	 R500_R200 	 RN_RS
run_rampant 	 R500_R515 	 RN_RMPNT
run_risk 	 R500_R200 	 RN_RSK
run_roughly_parallel 	 R500_R240_P644 	 RN_RL_PRLL
run_slowly 	 R500_S440 	 RN_SLL
run_treadmill 	 R500_T635 	 RN_TRTML
run_up 	 R500_U100 	 RN_UP
run_water 	 R500_W360 	 RN_WTR
runaway_hit 	 R500_H300 	 RNW_HT
runaway_slave 	 R500_S410 	 RNW_SLF
runaway_train 	 R500_T650 	 RNW_TRN
runaway_youth 	 R500_Y300 	 RNW_Y0
rundown 	 R535 	 RNTN
runis_en 	 R520_E500 	 RNS_EN
runner 	 R560 	 RNR
runner_knee 	 R560_K500 	 RNR_N
runner_up 	 R560_U100 	 RNR_UP
runner_up_prize 	 R560_U100_P620 	 RNR_UP_PRS
runnerup 	 R561 	 RNRP
running 	 R552 	 RNNK
running_afoul 	 R552_A140 	 RNNK_AFL
running_aground 	 R552_A265 	 RNNK_AKRNT
running_amok 	 R552_A520 	 RNNK_AMK
running_blackberry 	 R552_B421 	 RNNK_BLKBR
running_gag 	 R552_G200 	 RNNK_KK
running_hand 	 R552_H530 	 RNNK_HNT
running_joke 	 R552_J200 	 RNNK_JK
running_rampant 	 R552_R515 	 RNNK_RMPNT
running_shoes 	 R552_S200 	 RNNK_XS
running_stitch 	 R552_S332 	 RNNK_STX
running_suit 	 R552_S300 	 RNNK_ST
running_water 	 R552_W360 	 RNNK_WTR
runny 	 R500 	 RN
runny_nose 	 R500_N200 	 RN_NS
runoff_election 	 R510_E423 	 RNF_ELKXN
runs_rampant 	 R520_R515 	 RNS_RMPNT
runtime 	 R535 	 RNTM
runtime_error 	 R535_E660 	 RNTM_ERR
runtime_exception 	 R535_E213 	 RNTM_EKSSPXN
runtime_library 	 R535_L166 	 RNTM_LBRR
runty 	 R530 	 RNT
runway 	 R500 	 RNW
rupee 	 R100 	 RP
rupiah 	 R100 	 RP
rupture 	 R136 	 RPTR
ruptured_appendix 	 R136_A153 	 RPTRT_APNTKS
ruptured_cyst 	 R136_C230 	 RPTRT_SST
ruptured_ovarian_cyst 	 R136_O165_C230 	 RPTRT_OFRN_SST
ruptured_spleen 	 R136_S145 	 RPTRT_SPLN
rupturewort 	 R136 	 RPTRWRT
rural 	 R640 	 RRL
rural_area 	 R640_A600 	 RRL_AR
rural_backwater 	 R640_B236 	 RRL_BKWTR
rural_countryside 	 R640_C536 	 RRL_KNTRST
rural_development 	 R640_D141 	 RRL_TFLPMNT
rural_poor 	 R640_P600 	 RRL_PR
rural_poverty 	 R640_P163 	 RRL_PFRT
ruralism 	 R642 	 RRLSM
ruraux 	 R620 	 RRKS
ruse 	 R200 	 RS
rush 	 R200 	 RX
rush-hour 	 R260 	 RXHR
rush_hour_traffic 	 R200_H600_T612 	 RX_HR_TRFK
rush_job 	 R200_J100 	 RX_JB
rush_work 	 R200_W620 	 RX_WRK
rushncap 	 R252 	 RXNKP
rushy 	 R200 	 RX
ruskin 	 R250 	 RSKN
ruskinian 	 R255 	 RSKNN
russet 	 R230 	 RST
russet_scab 	 R230_S100 	 RST_SKB
rust 	 R230 	 RST
rust-free 	 R231 	 RSTFR
rust-proof 	 R231 	 RSTPRF
rust-resistant 	 R236 	 RSTRSSTNT
rust_belt 	 R230_B430 	 RST_BLT
rust_cronartium_ribicola 	 R230_C656_R124 	 RST_KRNRTM_RBKL
rust_fungi 	 R230_F520 	 RST_FNJ
rust_fungus 	 R230_F522 	 RST_FNKS
rust_puccinia 	 R230_P250 	 RST_PKSN
rust_resistant 	 R230_R223 	 RST_RSSTNT
rustaq 	 R232 	 RSTK
rusted-out 	 R233 	 RSTTT
rusted_iron 	 R233_I650 	 RSTT_IRN
rusted_metal 	 R233_M340 	 RSTT_MTL
rusted_steel 	 R233_S340 	 RSTT_STL
rustic 	 R232 	 RSTK
rustic_charm 	 R232_C650 	 RSTK_XRM
rustic_chic 	 R232_C200 	 RSTK_XK
rustic_style 	 R232_S340 	 RSTK_STL
rustic_wooden 	 R232_W350 	 RSTK_WTN
rustically 	 R232 	 RSTKL
rusticate 	 R232 	 RSTKT
rusticity 	 R232 	 RSTST
rustle 	 R234 	 RSTL
rustle_up 	 R234_U100 	 RSTL_UP
rustling 	 R234 	 RSTLNK
rustproof 	 R231 	 RSTPRF
rusty 	 R230 	 RST
rusty_iron 	 R230_I650 	 RST_IRN
rusty_metal 	 R230_M340 	 RST_MTL
rut 	 R300 	 RT
rutgers 	 R326 	 RTJRS
ruth 	 R300 	 R0
ruth_duccini 	 R300_D250 	 R0_TKSN
ruth_madoff 	 R300_M310 	 R0_MTF
ruth_reichl 	 R300_R240 	 R0_RXL
ruthenian_catholic_church 	 R355_C342_C620 	 R0NN_K0LK_XRX
ruthful 	 R314 	 R0FL
ruthfulness 	 R314 	 R0FLNS
ruthless 	 R342 	 R0LS
ruthless_dictator 	 R342_D233 	 R0LS_TKTTR
ruthless_enemy 	 R342_E550 	 R0LS_ENM
ruthless_killer 	 R342_K460 	 R0LS_KLR
ruthless_streak 	 R342_S362 	 R0LS_STRK
ruthless_tyrant 	 R342_T653 	 R0LS_TRNT
ruthlessly 	 R342 	 R0LSL
ruthlessness 	 R342 	 R0LSNS
rutile 	 R340 	 RTL
rutiodon 	 R335 	 RXTN
rutland_barrington 	 R345_B652 	 RTLNT_BRNKTN
rutted_dirt 	 R330_D630 	 RTT_TRT
ruzhdi 	 R230 	 RST
rvnaf 	 R151 	 RFNF
rye 	 R000 	 RY
rye_bread 	 R000_B630 	 RY_BRT
rye_flour 	 R000_F460 	 RY_FLR
rye_secale_cereale 	 R000_S240_C640 	 RY_SKL_SRL
rye_whiskey 	 R000_W200 	 RY_WSK
rykodisc 	 R232 	 RKTSK
ryland_blackinton 	 R453_B425 	 RLNT_BLKNTN
ryota_chikuzen 	 R300_C225 	 RYT_XKSN
ryu 	 R000 	 RY
ryuga 	 R200 	 RYK
ryukyu_island 	 R200_I245 	 RYKY_ISLNT
ryvita 	 R130 	 RFT
sa_candidature 	 S000_C533 	 S_KNTTTR
sa_commuter 	 S000_C536 	 S_KMTR
sa_plus_forte 	 S000_P420_F630 	 S_PLS_FRT
saab_aircraft 	 S100_A626 	 SB_ARKRFT
saad_el_katatni 	 S300_E400_K335 	 ST_EL_KTTN
sabaoth 	 S130 	 SB0
sabbatai_zevi 	 S130_Z100 	 SBT_SF
sabbatarian 	 S136 	 SBTRN
sabbatarianism 	 S136 	 SBTRNSM
sabbatical 	 S132 	 SBTKL
sabena 	 S150 	 SBN
saber_tooth_cat 	 S160_T300_C300 	 SBR_T0_KT
saber_toothed_tiger 	 S160_T330_T260 	 SBR_T0T_TJR
sabertooth 	 S163 	 SBRT0
sabil 	 S140 	 SBL
sabine_parish 	 S150_P620 	 SBN_PRX
sabinene 	 S155 	 SBNN
sable_brush 	 S140_B620 	 SBL_BRX
sabotage 	 S132 	 SBTJ
saboteur 	 S136 	 SBTR
sabre_coach_lindy 	 S160_C200_L530 	 SBR_KX_LNT
sabretooth 	 S163 	 SBRT0
sac 	 S200 	 SK
sac_fry 	 S200_F600 	 SK_FR
sacajawea 	 S220 	 SKJW
sacbrood 	 S216 	 SKBRT
saccade 	 S230 	 SKKT
saccadic 	 S232 	 SKKTK
saccadic_eye_movement 	 S232_E000_M155 	 SKKTK_EY_MFMNT
sacchari 	 S260 	 SKXR
saccharification 	 S261 	 SKXRFKXN
saccharin 	 S265 	 SKXRN
sacculina 	 S245 	 SKKLN
sacd_digipak_by 	 S230_D212_B000 	 SKT_TJPK_B
sacerdotal 	 S263 	 SSRTTL
sachet 	 S230 	 SXT
sack 	 S200 	 SK
sack_coat 	 S200_C300 	 SK_KT
sack_lunch 	 S200_L520 	 SK_LNX
sackcloth 	 S243 	 SKKL0
sackful 	 S214 	 SKFL
sacking 	 S252 	 SKNK
sacral_vertebra 	 S264_V631 	 SKRL_FRTBR
sacralize 	 S264 	 SKRLS
sacrament 	 S265 	 SKRMNT
sacrament_of_eucharist 	 S265_O100_E262 	 SKRMNT_OF_EXRST
sacramental_absolution 	 S265_A124 	 SKRMNTL_ABSLXN
sacramental_confession 	 S265_C512 	 SKRMNTL_KNFXN
sacramental_theology 	 S265_T420 	 SKRMNTL_0LJ
sacred 	 S263 	 SKRT
sacred_choral_music 	 S263_C640_M220 	 SKRT_XRL_MSK
sacred_duty 	 S263_D300 	 SKRT_TT
sacred_ibis 	 S263_I120 	 SKRT_IBS
sacred_music 	 S263_M220 	 SKRT_MSK
sacred_oath 	 S263_O300 	 SKRT_O0
sacred_relic 	 S263_R420 	 SKRT_RLK
sacred_ritual 	 S263_R340 	 SKRT_RTL
sacred_thread 	 S263_T630 	 SKRT_0RT
sacred_trinity 	 S263_T653 	 SKRT_TRNT
sacrifice 	 S261 	 SKRFS
sacrificial 	 S261 	 SKRFXL
sacrificial_animal 	 S261_A554 	 SKRFXL_ANML
sacrificial_blood 	 S261_B430 	 SKRFXL_BLT
sacrificial_death 	 S261_D300 	 SKRFXL_T0
sacrificial_knife 	 S261_K510 	 SKRFXL_NF
sacrificial_rite 	 S261_R300 	 SKRFXL_RT
sacrificial_ritual 	 S261_R340 	 SKRFXL_RTL
sacrificially 	 S261 	 SKRFXL
sacrilege 	 S264 	 SKRLJ
sacrilegious 	 S264 	 SKRLJS
sacrococcygeal_teratoma 	 S262_T635 	 SKRKKSJL_TRTM
sacroiliac 	 S264 	 SKRLK
sacrosanct 	 S262 	 SKRSNKT
sad 	 S300 	 ST
sad-sack 	 S322 	 STSK
sad_farewell 	 S300_F640 	 ST_FRWL
sad_movie 	 S300_M100 	 ST_MF
sad_person 	 S300_P625 	 ST_PRSN
sad_sack 	 S300_S200 	 ST_SK
sadar_bazar 	 S360_B260 	 STR_BSR
saddam 	 S350 	 STM
saddam_hussein 	 S350_H250 	 STM_HSN
sadden 	 S350 	 STN
saddened 	 S353 	 STNT
sadder_still 	 S360_S340 	 STR_STL
saddle 	 S340 	 STL
saddle_bag 	 S340_B200 	 STL_BK
saddle_bronc 	 S340_B652 	 STL_BRNK
saddle_horse 	 S340_H620 	 STL_HRS
saddle_nose 	 S340_N200 	 STL_NS
saddle_stitch 	 S340_S332 	 STL_STX
saddle_tank 	 S340_T520 	 STL_TNK
saddle_tank_locomotive 	 S340_T520_L253 	 STL_TNK_LKMTF
saddleback_mountain 	 S341_M535 	 STLBK_MNTN
saddlebag 	 S341 	 STLBK
saddlecloth 	 S342 	 STLKL0
saddlery 	 S346 	 STLR
sadie 	 S300 	 ST
sadie_cole_hq 	 S300_C400_H200 	 ST_KL_HK
sadira 	 S360 	 STR
sadism 	 S325 	 STSM
sadist 	 S323 	 STST
sadistic 	 S323 	 STSTK
sadistic_killer 	 S323_K460 	 STSTK_KLR
sadistic_pleasure 	 S323_P426 	 STSTK_PLSR
sadistically 	 S323 	 STSTKL
sadly 	 S340 	 STL
sadness 	 S352 	 STNS
sado_masochism 	 S300_M222 	 ST_MSXSM
sado_masochistic 	 S300_M222 	 ST_MSXSTK
sado_masochistic_sex 	 S300_M222_S200 	 ST_MSXSTK_SKS
sadomasochism 	 S352 	 STMSXSM
sadomasochistic 	 S352 	 STMSXSTK
sadomasochistic_sex 	 S352_S200 	 STMSXSTK_SKS
safavid_dynasty 	 S113_D523 	 SFFT_TNST
safe 	 S100 	 SF
safe_belt 	 S100_B430 	 SF_BLT
safe_city 	 S100_C300 	 SF_ST
safe_conduct 	 S100_C532 	 SF_KNTKT
safe_cracker 	 S100_C626 	 SF_KRKR
safe_deposit 	 S100_D123 	 SF_TPST
safe_deposit_box 	 S100_D123_B200 	 SF_TPST_BKS
safe_distance 	 S100_D235 	 SF_TSTNS
